Date,High,Low,Open,Close,Volume,Adj Close
2001-01-02,2.8645832538604736,2.8020832538604736,2.8541667461395264,2.8125,117600.0,0.6153774857521057
2001-01-03,2.9166667461395264,2.8020832538604736,2.8020832538604736,2.9166667461395264,214800.0,0.6381691098213196
2001-01-04,2.9270832538604736,2.8333332538604736,2.9166667461395264,2.9270832538604736,213600.0,0.6404483318328857
2001-01-05,2.9166667461395264,2.8020832538604736,2.9166667461395264,2.8229167461395264,154000.0,0.6176567077636719
2001-01-08,2.8333332538604736,2.7916667461395264,2.8333332538604736,2.7916667461395264,43600.0,0.6108192205429077
2001-01-09,2.8541667461395264,2.7916667461395264,2.8020832538604736,2.8333332538604736,193200.0,0.6199356913566589
2001-01-10,2.84375,2.8020832538604736,2.84375,2.8333332538604736,229200.0,0.6199356913566589
2001-01-11,2.84375,2.8125,2.84375,2.8333332538604736,138400.0,0.6199356913566589
2001-01-12,2.8333332538604736,2.78125,2.8333332538604736,2.78125,128400.0,0.6085399389266968
2001-01-16,2.8020832538604736,2.7708332538604736,2.7708332538604736,2.8020832538604736,93600.0,0.6130985617637634
2001-01-17,2.8020832538604736,2.7708332538604736,2.8020832538604736,2.7708332538604736,88000.0,0.6062606573104858
2001-01-18,2.7708332538604736,2.75,2.75,2.7708332538604736,114400.0,0.6062606573104858
2001-01-19,2.7708332538604736,2.6979167461395264,2.7708332538604736,2.71875,148000.0,0.5948649048805237
2001-01-22,2.75,2.6979167461395264,2.71875,2.6979167461395264,136000.0,0.5903066396713257
2001-01-23,2.7083332538604736,2.65625,2.7083332538604736,2.6666667461395264,267600.0,0.5834690928459167
2001-01-24,2.7083332538604736,2.6458332538604736,2.65625,2.6979167461395264,1581600.0,0.5903066396713257
2001-01-25,2.7395832538604736,2.6875,2.71875,2.6875,294000.0,0.5880271792411804
2001-01-26,2.7291667461395264,2.6666667461395264,2.6875,2.71875,232800.0,0.5948649048805237
2001-01-29,2.7716667652130127,2.7149999141693115,2.7149999141693115,2.741666555404663,321600.0,0.6300031542778015
2001-01-30,2.7866666316986084,2.746666669845581,2.746666669845581,2.7750000953674316,121200.0,0.6376631855964661
2001-01-31,2.8333332538604736,2.7666666507720947,2.7750000953674316,2.816666603088379,211600.0,0.6472379565238953
2001-02-01,2.866666555404663,2.7666666507720947,2.808333396911621,2.866666555404663,316000.0,0.6587271690368652
2001-02-02,2.950000047683716,2.866666555404663,2.866666555404663,2.940000057220459,128400.0,0.6755780577659607
2001-02-05,3.0166666507720947,2.9666666984558105,2.9666666984558105,2.988333225250244,241200.0,0.6866845488548279
2001-02-06,3.0183334350585938,2.988333225250244,2.988333225250244,3.008333444595337,54000.0,0.6912803649902344
2001-02-07,3.0999999046325684,3.0250000953674316,3.0250000953674316,3.0966665744781494,75600.0,0.711578369140625
2001-02-08,3.116666555404663,3.051666736602783,3.0999999046325684,3.06166672706604,274000.0,0.7035357356071472
2001-02-09,3.06166672706604,2.9733333587646484,3.06166672706604,2.9833333492279053,208000.0,0.6855357885360718
2001-02-12,3.0,2.883333444595337,2.950000047683716,2.998333215713501,248800.0,0.6889825463294983
2001-02-13,2.998333215713501,2.9749999046325684,2.9749999046325684,2.9833333492279053,139600.0,0.6855357885360718
2001-02-14,2.9833333492279053,2.9583332538604736,2.9833333492279053,2.9733333587646484,64000.0,0.6832377910614014
2001-02-15,3.0,2.9649999141693115,2.9749999046325684,3.0,372400.0,0.6893655061721802
2001-02-16,2.9833333492279053,2.9000000953674316,2.9833333492279053,2.941666603088379,118800.0,0.675960898399353
2001-02-20,3.0,2.9083333015441895,2.9083333015441895,3.0,202800.0,0.6893655061721802
2001-02-21,3.1083333492279053,2.993333339691162,2.993333339691162,3.055000066757202,212400.0,0.7020038366317749
2001-02-22,3.0833332538604736,3.0250000953674316,3.055000066757202,3.0333333015441895,215200.0,0.6970251798629761
2001-02-23,3.0799999237060547,3.0416667461395264,3.049999952316284,3.066666603088379,219600.0,0.7046846151351929
2001-02-26,3.1666667461395264,3.058333396911621,3.058333396911621,3.0899999141693115,196000.0,0.7100461721420288
2001-02-27,3.1500000953674316,3.0833332538604736,3.0916666984558105,3.133333444595337,356400.0,0.7200043797492981
2001-02-28,3.134999990463257,3.0799999237060547,3.134999990463257,3.0866665840148926,97200.0,0.7092804908752441
2001-03-01,3.116666555404663,3.0833332538604736,3.0833332538604736,3.0899999141693115,64000.0,0.7100461721420288
2001-03-02,3.2833333015441895,3.0916666984558105,3.0916666984558105,3.2833333015441895,165600.0,0.754472017288208
2001-03-05,3.2899999618530273,3.258333444595337,3.2750000953674316,3.258333444595337,106000.0,0.7487274408340454
2001-03-06,3.2833333015441895,3.2333333492279053,3.2666666507720947,3.2333333492279053,94000.0,0.742982804775238
2001-03-07,3.31333327293396,3.2333333492279053,3.2333333492279053,3.31166672706604,216400.0,0.7609829306602478
2001-03-08,3.315000057220459,3.2916667461395264,3.31333327293396,3.299999952316284,132000.0,0.7583020329475403
2001-03-09,3.3333332538604736,3.2666666507720947,3.2666666507720947,3.3333332538604736,143200.0,0.7659612894058228
2001-03-12,3.3499999046325684,3.303333282470703,3.316666603088379,3.316666603088379,128800.0,0.7621316313743591
2001-03-13,3.316666603088379,3.258333444595337,3.316666603088379,3.308333396911621,90000.0,0.7602168917655945
2001-03-14,3.309999942779541,3.2333333492279053,3.299999952316284,3.241666555404663,58000.0,0.7448974847793579
2001-03-15,3.2333333492279053,3.183333396911621,3.2333333492279053,3.2166666984558105,98400.0,0.7391529083251953
2001-03-16,3.241666555404663,3.1416666507720947,3.241666555404663,3.1416666507720947,169600.0,0.7219188809394836
2001-03-19,3.18666672706604,3.1416666507720947,3.1416666507720947,3.18666672706604,46000.0,0.7322592735290527
2001-03-20,3.2249999046325684,3.1666667461395264,3.18666672706604,3.2083332538604736,91600.0,0.737237811088562
2001-03-21,3.191666603088379,3.1500000953674316,3.191666603088379,3.1500000953674316,50800.0,0.7238340377807617
2001-03-22,3.133333444595337,2.9749999046325684,3.133333444595337,3.066666603088379,136800.0,0.7046846151351929
2001-03-23,3.191666603088379,3.058333396911621,3.058333396911621,3.1716666221618652,90000.0,0.7288123369216919
2001-03-26,3.2833333015441895,3.18833327293396,3.18833327293396,3.2833333015441895,83200.0,0.754472017288208
2001-03-27,3.2683334350585938,3.1666667461395264,3.2666666507720947,3.1683332920074463,174000.0,0.7280466556549072
2001-03-28,3.1666667461395264,3.0233333110809326,3.1583333015441895,3.0233333110809326,374400.0,0.6947270035743713
2001-03-29,3.058333396911621,2.9666666984558105,3.0416667461395264,2.9666666984558105,190000.0,0.6817061305046082
2001-03-30,3.258333444595337,2.9833333492279053,2.9833333492279053,3.255000114440918,370000.0,0.7479614019393921
2001-04-02,3.255000114440918,3.1583333015441895,3.251666784286499,3.1600000858306885,213600.0,0.7261313796043396
2001-04-03,3.174999952316284,3.1083333492279053,3.1500000953674316,3.174999952316284,187200.0,0.7295786738395691
2001-04-04,3.1666667461395264,3.0999999046325684,3.1666667461395264,3.0999999046325684,182800.0,0.7123441100120544
2001-04-05,3.200000047683716,3.1083333492279053,3.1083333492279053,3.200000047683716,55200.0,0.7353230118751526
2001-04-06,3.200000047683716,3.1466667652130127,3.191666603088379,3.191666603088379,90400.0,0.7334080338478088
2001-04-09,3.191666603088379,3.0999999046325684,3.191666603088379,3.1066665649414062,95200.0,0.7138761878013611
2001-04-10,3.134999990463257,3.0999999046325684,3.116666555404663,3.1066665649414062,130000.0,0.7138761878013611
2001-04-11,3.0999999046325684,3.0333333015441895,3.0999999046325684,3.0333333015441895,84000.0,0.6970251798629761
2001-04-12,3.133333444595337,3.049999952316284,3.049999952316284,3.133333444595337,142000.0,0.7200043797492981
2001-04-16,3.180000066757202,3.1416666507720947,3.1500000953674316,3.174999952316284,94800.0,0.7295786738395691
2001-04-17,3.200000047683716,3.1500000953674316,3.174999952316284,3.191666603088379,96000.0,0.7334080338478088
2001-04-18,3.200000047683716,3.116666555404663,3.191666603088379,3.116666555404663,247600.0,0.716174304485321
2001-04-19,3.136666774749756,3.066666603088379,3.133333444595337,3.0999999046325684,133200.0,0.7123441100120544
2001-04-20,3.0999999046325684,3.049999952316284,3.0983333587646484,3.058333396911621,55600.0,0.7027698159217834
2001-04-23,3.0866665840148926,3.0416667461395264,3.066666603088379,3.0416667461395264,66400.0,0.6989400386810303
2001-04-24,3.1083333492279053,3.058333396911621,3.075000047683716,3.0999999046325684,127200.0,0.7123441100120544
